Word,Category
幫助,Verbs
幫忙,Helping Verbs
幫我,Pronouns
幫手,Nouns
干,Adverbs
干戈,Nouns
干擾,Nouns
干涉,Nouns
平交道,Nouns
平信,Nouns
平凡,Adjectives
平分秋色,Idioms
平原,Nouns
平地,Nouns
平均,Adjectives
平坦,Adjectives
平安,Nouns
平安險,Nouns
平常,Nouns
平手,Adjectives
平日,Nouns
平時,Adjectives
平板,Nouns
平板電腦,Adverbs
平民,Nouns
平衡,Nouns
平輩,Pronouns
平靜,Adjectives
年,Temporal Words
年夜飯,Nouns
年尾,Temporal Words
年幼,Adjectives
年糕,Nouns
年紀,Nouns
年級,Nouns
年老,Adjectives
年貨,Nouns
年資,Nouns
年輕,Adjectives
年輕力壯,Adjectives
年邁,Temporal Words
年長,Adjectives
年關,Mood Particles
年限,Mood Particles
年齡,Mood Particles
幸好,Mood Particles
幹事,Nouns
幹勁,Nouns
幹道,Nouns
幹部,Nouns
幼稚,Adjectives
幼稚園,Nouns
幽暗,Adjectives
幽會,Nouns
幽谷,Adjectives
幽靜,Adjectives
幽默,Nouns
幾,Quantifiers
幾何,Quantifiers
幾個,Quantifiers
幾個星期?,Quantifiers
幾個星期前,Quantifiers
幾個星期後,Temporal Words
幾個月,Temporal Words
幾個禮拜前,Temporal Words
幾個禮拜後,Quantifiers
幾元?,Quantifiers
幾分?,Quantifiers
幾分鐘?,Quantifiers
幾天,Temporal Words
幾小時,Temporal Words
幾年,Scope Words
幾星期?,Scope Words
幾時,Temporal Words
幾月,Temporal Words
幾月幾日,Scope Words
幾次,Frequency Words
幾歲,Quantifiers
幾秒?,Quantifiers
幾秒鐘?,Quantifiers
幾號,Quantifiers
幾許,Temporal Words
幾週前,Temporal Words
幾週後,Temporal Words
幾點,Nouns
幾點?,Nouns
床,Nouns
床位,Nouns
床單,Nouns
床罩,Nouns
底細,Nouns
底薪,Nouns
底限,Nouns
店員,Nouns
店家,Nouns
店鋪,Nouns
府城,Nouns
度假,Nouns
度數,Nouns
度日,Nouns
度量衡,Nouns
座位,Nouns
座右銘,Nouns
座次表,Nouns
庫存,Nouns
庫房,Nouns
庫藏,Nouns
庭園,Nouns
庭訓,Nouns
庭院,Nouns
庸俗,Adjectives
庸才,Pronouns
庸醫,Pronouns
廁所,Nouns
廂房,Nouns
廉價,Adjectives
廉售,Mood Particles
廉恥,Adjectives
廉明,Adjectives
廉潔,Adjectives
廉讓,Adjectives
廚具,Nouns
廚師,Nouns
廚房,Nouns
廚房阿姨,Nouns
廚餘桶,Nouns
廟,Nouns
廟宇,Nouns
廠商,Nouns
廠房,Temporal Words
廢墟,Adjectives
廢寢忘食,Verbs
廢棄,Nouns
廢票,Nouns
廢話,Nouns
廢除,Verbs
廣,Adjectives
廣告,Nouns
廣場,Nouns
廣度,Adjectives
廣播,Nouns
廣泛,Adjectives
廣結善緣,Nouns
廣闊,Nouns
廬山真面目,Adverbs
延伸,Adverbs
延宕,Adverbs
延後,Adverbs
延期,Adverbs
延聘,Adverbs
延誤,Verbs
延遲,Verbs
建交,Nouns
建立,Verbs
建築,Nouns
建設,Verbs
建議,Nouns
弄璋,Nouns
弄瓦,Nouns
弊病,Nouns
弊端,Nouns
式,Nouns
式樣,Nouns
弓箭,Nouns
引力,Nouns
引導,Verbs
引擎,Verbs
引狼入室,Nouns
引用,Verbs
引經據典,Verbs
引見,Nouns
引言人,Nouns
引誘,Nouns
引起,Nouns
弘量,Nouns
弘願,Nouns
弟兄,Nouns
弟妹,Adjectives
弱不禁風,Adjectives
弱勢,Nouns
弱小,Adjectives
弱點,Nouns
張,Pronouns
張牙舞爪,Adjectives
張貼,Verb
強,Adjectives
強力膠,Nouns
強勁,Adjectives
強勢,Nouns
強化,Adjectives
強占,Nouns
強壯,Adjectives
強姦,Nouns
強度,Adjectives
強暴,Nouns
強求,Adjectives
強烈,Nouns
強盛,Adjectives
強盜,Verb
強記,Adjectives
強詞奪理,Verb
彈力,Nouns
彈吉他,Verbs
彈性,Nouns
彈珠軌道,Nouns
彈琴,Verbs
彈盡援絕,Nouns
彈簧,Nouns
彌勒佛,Nouns
彌封,Nouns
彌漫,Nouns
彌補,Nouns
彎曲,Adjectives
彎路,Nouns
彙編,Nouns
形勢,Verbs
形容,Nouns
形式,Nouns
形影不離,Adjectives
形態,Nouns
形狀,Nouns
形象,Nouns
彩券,Nouns
彩排,Nouns
彩虹,Nouns
彩霞,Nouns
彰化,Nouns
彰顯,Verbs
影印,Verbs
影子,Nouns
影片,Nouns
影迷,Nouns
影音網站,Nouns
影響,Verbs
彷彿,Adverbs
役男,Adverbs
彼此,Nouns
往事,Nouns
往來,Temporal Words
往前,Temporal Words
往生,Temporal Words
往返,Verbs
征伐,Verbs
征服,Nouns
待遇,Nouns
徇私,Adverbs
律動,Nouns
律師,Nouns
後代,Nouns
後來,Temporal Words
後天,Temporal Words
後悔,Temporal Words
後果,Nouns
後母,Nouns
後裔,Nouns
後遺症,Nouns
後面,Nouns
徐娘半老,Adverbs
徐徐生風,Adverbs
徒刑,Nouns
徒弟,Nouns
徒步,Nouns
得到,Verbs
得失,Nouns
得寵,Adjectives
得意,Adjectives
得標,Adjectives
得當,Adjectives
得罪,Adjectives
得體,Adjectives
徘徊,Adjectives
徜徉,Temporal Words
從來,Scope Words
從來沒有,Temporal Words
從前,Temporal Words
從早到晚,Quantifiers
從未,Scope Words
從軍,Nouns
復仇,Adjectives
復健,Adjectives
復原,Adjectives
復活,Verbs
復習,Verbs
復職,Verbs
復興,Verbs
循循善誘,Adverbs
循環,Temporal Words
循規蹈矩,Adjectives
徬徨,Emphasis Words
微妙,Nouns
微小,Emotion Particles
微弱,Adjectives
微波爐,Adjectives
微笑,Nouns
微薄,Nouns
微血管,Nouns
徵信,Nouns
徵兵,Nouns
徵收,Nouns
徵求,Nouns
徵稅,Nouns
德國,Nouns
德國麻疹,Nouns
德性,Nouns
德政,Nouns
德行,Nouns
徽章,Nouns
心,Nouns
心事,Nouns
心動,Nouns
心型,Nouns
心寒,Nouns
心寬,Nouns
心得,Nouns
心心相印,Nouns
心情,Nouns
心慌,Nouns
心機,Nouns
心理學系,Nouns
心理系,Nouns
心碎,Adjectives
心細,Adjectives
心結,Nouns
心臟,Nouns
心血來潮,Mood Particles
心跳,Adjectives
心酸,Adjectives
心電圖,Nouns
心靈,Nouns
心領,Emphasis Words
心願,Quantifiers
必定,Nouns
必恭必敬,Nouns
必要,Nouns
忌妒,Adjectives
忍不住,Mood Particles
忍受,Adjectives
忍氣吞聲,Emphasis Words
忍耐,Adjectives
忍讓,Nouns
志向,Nouns
志氣,Nouns
志願,Nouns
忘,Adjectives
忘記,Verbs
忙,Adjectives
忙得不可開交,Adjectives
忙碌,Nouns
忙裡偷閒,Nouns
忠,Nouns
忠勇,Nouns
忠厚,Nouns
忠告,Nouns
忠孝,Nouns
忠心耿耿,Nouns
忠恕,Adjectives
忠誠,Nouns
快,Nouns
快好了,Nouns
快感,Nouns
快捷巴士,Nouns
快樂,Nouns
忽然,Adverbs
忿怒,Emotion Particles
怎樣,Question Adverbs
怎麼,Question Adverbs
怎麼了,Question Adverbs
怎麼會,Question Adverbs
怎麼樣,Question Adverbs
怎麼辦,Question Adverbs
怒火,Emotion Particles
怒髮衝冠,Emotion Particles
怕,Emotion Particles
怕羞,Nouns
思念,Nouns
思想,Nouns
思考,Nouns
思量,Adjectives
怠惰,Adjectives
怠慢,Adjectives
急,Adjectives
急促,Adjectives
急忙,Nouns
性別,Nouns
性向,Nouns
性命,Nouns
性格,Nouns
性質,Nouns
性騷擾,Nouns
怨偶,Nouns
怨天尤人,Nouns
怨恨,Nouns
怨言,Nouns
怪模怪樣,Adjectives
怪異,Adjectives
怪癖,Adjectives
怯弱,Adjectives
怯懦,Nouns
恆心,Adjectives
恆星,Nouns
恆產,Nouns
恍惚,Adjectives
恍然大悟,Adjectives
恐嚇,Nouns
恐怕,Nouns
恐怖,Nouns
恐慌,Adjectives
恐懼,Adjectives
恐龍,Nouns
恕罪,Mood Particles
恢復,Verbs
恥辱,Nouns
恨,Adjectives
恨之入骨,Idioms
恩威並用,Idioms
恩寵,Nouns
恩德,Nouns
恩怨,Nouns
恩惠,Nouns
恩愛,Nouns
恭喜,Nouns
恭敬,Emphasis Words
息怒,Idioms
息息相關,Nouns
息肉,Adverbs
恰好,Adverbs
恰巧,Idioms
恰當,Idioms
悔恨,Idioms
悔悟,Idioms
悔改,Nouns
患得患失,Emotions
患病,Nouns
患者,Nouns
悲傷,Emotions
悲劇,Nouns
悲哀,Emotions
悲喜交集,Nouns
悲慘,Emotions
悲痛,Emotions
悲觀,Emotions
悶,Emotions
悶熱,Actions
悼念,Emotions
悽慘,Emotions
情人節,Nouns
情形,Nouns
情感,Nouns
情景,Emotions
情書,Emotions
情況,Emotions
情緒,Emotions
惜別,Nouns
惜福,Nouns
惠存,Emphasis Words
惠顧,Nouns
惡作劇,Nouns
惡劣,Adjectives
惡化,Adjectives
惡意,Adjectives
惡毒,Adjectives
惡習,Nouns
惡臭,Adjectives
惡行,Nouns
惡霸,Nouns
惡魔,Nouns
惦記,Adverbs
惰性,Nouns
想,Verbs
想不起來,Adverbs
想不開,Verbs
想像,Adverbs
想出來,Verbs
想到,Verbs
想回家,Nouns
想念,Nouns
想法,Nouns
想睡覺,Verbs
惹禍,Nouns
愁悶,Nouns
愁眉苦臉,Nouns
愈,Quantifiers
愉快,Adjectives
意志,Nouns
意念,Nouns
意思,Nouns
意義,Nouns
意見,Nouns
意願,Verbs
愚弄,Adjectives
愚昧,Nouns
愚笨,Adjectives
愛,Nouns
愛情,Adjectives
愛惜,Nouns
愛慕,Adjectives
愛滋病,Nouns
感受,Adjectives
感恩,Adjectives
感情,Adjectives
感想,Nouns
感應,Nouns
感染,Nouns
感覺,Nouns
感觸,Nouns
感謝,Verbs
慈善,Nouns
慈悲,Adjectives
慈愛,Adjectives
慈祥,Adjectives
態度,Adjectives
慌亂,Adjectives
慌張,Adjectives
慎重,Adjectives
慘不忍睹,Adjectives
慢跑,Adverbs
慣例,Nouns
慧根,Nouns
慫恿,Nouns
慰勞,Nouns
慰問,Nouns
慶典,Nouns
慶生,Nouns
慶祝,Nouns
慷慨,Adjectives
慾念,Nouns
慾望,Nouns
憂傷,Adjectives
憂悶,Adjectives
憂愁,Adjectives
憂慮,Nouns
憂鬱症,Adjectives
憋氣,Nouns
憐惜,Nouns
憐愛,Adjectives
憐憫,Nouns
憑藉,Emotion Particles
憨厚,Adjectives
憲法,Nouns
懂,Verbs
懂事,Adjectives
懇切,Adjectives
懇求,Nouns
懈怠,Adjectives
應付,Verbs
應屆,Nouns
應徵,Verbs
應用,Nouns
應當,Verbs
應聘,Verbs
應該,Adjectives
應驗,Nouns
懊悔,Nouns
懦弱,Adjectives
懲戒,Nouns
懲罰,Mood Particles
懶惰,Adjectives
懷孕,Causal Conjunctions
懷念,Nouns
懷抱,Nouns
懷疑,Nouns
懸崖,Question Adverbs
懸崖勒馬,Nouns
懸掛,Nouns
懸空,Nouns
懺悔,Verbs
戀愛,Nouns
成,Quantifiers
成人,Nouns
成人繼續教育學系,Nouns
成全,Verbs
成功,Nouns
成功大學,Nouns
成名,Verbs
成大,Nouns
成就,Nouns
成教系,Nouns
成果,Nouns
成熟,Nouns
成立,Verbs
成績,Nouns
成績單,Pronouns
成親,Pronouns
我們兩個,Pronouns
我沒有,Negation
我的,Possessive Pronouns
我行我素,Emphasis Words
戒備,Nouns
戒心,Nouns
戒指,Nouns
戒煙,Nouns
戒賭,Nouns
戒酒,Nouns
或,Nouns
或然率,Coordinating Conjunctions
或者,Causal Conjunctions
戡亂,Nouns
截然不同,Adjectives
截肢,Nouns
戰戰兢兢,Nouns
戰爭,Nouns
戰車,Nouns
戰鬥,Nouns
戲劇,Verb
戲弄,Nouns
戲院,Nouns
戳記,Nouns
戴紅帽,Nouns
戴香包,Nouns
戶,Nouns
戶口名簿,Nouns
戶籍,Nouns
房子,Nouns
房子倒塌,Verbs
房屋,Nouns
房租,Nouns
房間,Nouns
所以,Coordinating Conjunctions
所得稅,Nouns
所有,Quantifiers
所有權狀,Nouns
所謂,Nouns
扁桃腺,Nouns
扇子,Nouns
手,Nouns
手冊,Nouns
手套,Adverbs
手帕,Nouns
手忙腳亂,Nouns
手機,Nouns
手淫,Nouns
手續,Nouns
手續費,Nouns
手術,Nouns
手語,Nouns
手語名字,Nouns
手語課,Nouns
手足,Nouns
手錶,Nouns
手鍊,Nouns
手電筒,Nouns
才,Temporal Words
才幹,Nouns
才情,Nouns
才智,Nouns
才能,Nouns
才華,Nouns
才貌雙全,Nouns
扎手,Adjectives
扎眼,Adjectives
扒手,Nouns
打,Verbs
打仗,Verbs
打動,Verbs
打卡,Verbs
打哈欠,Verbs
打噴嚏,Verbs
打天下,Verbs
打字,Verbs
打官司,Verbs
打小報告,Verbs
打岔,Verbs
打工,Verbs
打我,Pronouns
打手語,Verbs
打折扣,Verbs
打抱不平,Verbs
打掃,Verbs
打撈,Verbs
打擊,Verbs
打擊率,Verbs
打擾,Verbs
打敗,Verbs
打架,Nouns
打毛線,Verbs
打氣,Verbs
打牌,Verbs
打獵,Verbs
打盹,Verbs
打破,Verbs
打算,Verbs
打群架,Verbs
打翻水,Verbs
打聽,Verbs
打胎,Verbs
打賭,Verbs
打通,Verbs
打量,Verbs
打針,Verbs
打開,Verbs
打開水壺,Verbs
打雷,Verbs
打電話,Verbs
打麻將,Verbs
打點滴,Verbs
扔掉,Nouns
托兒所,Nouns
托福,Nouns
托福測驗,Nouns
托運,Verbs
扣,Verbs
扣子,Verbs
扣留,Verbs
扭傷,Verbs
扭打,Verbs
扭扣,Verbs
扮,Verbs
扮家家酒,Nouns
扮演,Verbs
扮鬼臉,Verbs
扯後腿,Verbs
扯謊,Verbs
扶助,Nouns
扶手,Nouns
扶扶手,Verbs
扶持,Verbs
扶養,Verbs
批准,Verbs
批改,Verbs
批發,Verbs
批評,Verbs
批閱,Verbs
找,Verbs
承接,Verbs
承擔,Verbs
承認,Verbs
承諾,Verbs
技巧,Nouns
技能,Nouns
技術,Nouns
抄,Verbs
抄寫,Verbs
抄襲,Verbs
抉擇,Verbs
把,Verbs
把持,Verbs
把握,Verbs
把握時間,Verbs
把柄,Verbs
把關,Verbs
投影機,Nouns
投案,Verbs
投標,Verbs
投球,Verbs
投票,Verbs
投票所,Nouns
投緣,Nouns
投考,Verbs
投誠,Verbs
投資,Nouns
投降,Verbs
投靠,Verbs
抗告,Verbs
抗戰,Verbs
抗拒,Verbs
抗暴,Nouns
抗爭,Nouns
抗生素,Nouns
抗癌,Verbs
抗藥性,Verbs
抗議,Nouns
抗辯,Verbs
抗體,Nouns
折價,Nouns
折斷,Adjectives
折疊,Verbs
折磨,Verbs
折衷,Verbs
披薩,Nouns
抬價,Verbs
抬槓,Nouns
抬頭,Verbs
抱,Verbs
抱怨,Nouns
抱抱,Mood Particles
抱歉,Verbs
抱負,Nouns
抵制,Verbs
抵抗,Nouns
抵押品,Nouns
抵押權,Verbs
抵擋,Verbs
抵罪,Verbs
抵觸,Verbs
抵銷,Nouns
抹布,Nouns
抹片,Nouns
抹香鯨,Verbs
押租,Verbs
押解,Verbs
押金,Nouns
抽,Verbs
抽屜,Nouns
抽查,Verbs
抽樣調查,Nouns
抽煙,Verbs
抽牌,Verbs
抽獎,Verbs
抽筋,Verbs
抽籤,Verbs
抽絲剝繭,Verbs
抽考,Verbs
抽象,Nouns
拆伙,Verbs
拆卸,Verbs
拆帳,Verbs
拆散,Verbs
拆臺,Verbs
拆除,Verbs
拈花惹草,Verbs
拉鍊,Nouns
拉高,Verbs
拉麵,Nouns
拋售,Verbs
拋棄,Verbs
拋錨,Verbs
拋頭露面,Verbs
拍手,Verbs
拍攝,Verbs
拍案叫絕,Nouns
拍照,Verbs
拍畢業照,Verbs
拍賣,Verbs
拍馬屁,Verbs
拐騙,Verbs
拒捕,Verbs
拒收,Verbs
拒絕,Verbs
拒絕往來戶,Nouns
拒買,Verbs
拓印,Nouns
拓殖,Verbs
拓荒,Nouns
拔刀相助,Verbs
拔河,Nouns
拔牙,Verbs
拖吊,Verbs
拖地,Verbs
拖延,Verbs
拖欠,Verbs
拖累,Verbs
拖鞋,Nouns
拘役,Verbs
拘押,Verbs
拘捕,Verbs
拘提,Verbs
拘束,Nouns
拘留所,Nouns
拘票,Adjectives
拙劣,Adjectives
拙見,Adverbs
拚命,Verbs
招供,Verbs
招募,Verbs
招待,Verbs
招怨,Verbs
招認,Verbs
拜壽,Verbs
拜年,Verbs
拜拜,Mood Particles
拜票,Verbs
拜託,Verbs
拜訪,Verbs
拭淚,Verbs
拮据,Adjectives
拯救,Verbs
拳擊,Verbs
拳術,Nouns
拳頭,Nouns
拷問,Nouns
拷打,Verbs
拷貝,Verbs
拼命,Verbs
拼圖,Pronouns
拼湊,Verbs
拾金不昧,Verbs
拿,Verbs
拿手,Verbs
拿錯,Verbs
持之以恒,Adverbs
持分,Nouns
持續,Adverbs
指使,Verbs
指定,Verbs
指引,Verbs
指控,Verbs
指教,Verbs
指桑罵槐,Idioms
指標,Nouns
指派,Verbs
指甲,Nouns
指甲貼紙,Verbs
指責,Verbs
按件計酬,Verbs
按摩,Idioms
按照,Verbs
按鈴申告,Verbs
挑,Verbs
挑剔,Verbs
挑戰,Verbs
挑選,Verbs
挑釁,Verbs
挑食,Verbs
挖,Verbs
挖土機,Nouns
挖苦,Verbs
挨揍,Verbs
挨罵,Verbs
挪用,Verbs
挫折,Adjectives
挫敗,Adjectives
振作,Verbs
振撼,Verbs
振興,Verbs
挺身,Verbs
挽救,Verbs
挾帶,Verbs
挾持,Verbs
捆綁,Verbs
捉,Verbs
捉弄,Verbs
捉拿,Verbs
捉迷藏,Nouns
捍衛,Verbs
捏告,Verbs
捏造,Verbs
捐助,Verbs
捐軀,Verbs
捕手,Nouns
捕捉,Verbs
捕獲,Verbs
捧場,Verbs
捨己為人,Emphasis Words
捨棄,Mood Particles
捨生取義,Verbs
捫心自問,Verbs
捲,Verbs
捲逃,Verbs
捲鋪蓋,Verbs
捷報,Nouns
捷徑,Nouns
捷運,Verbs
掀開,Nouns
掃地,Mood Particles
掃把,Verbs
掃描,Nouns
授權,Verbs
授課,Verbs
掉以輕心,Adverbs
掉換,Verbs
掌握,Verbs
掌權,Verbs
掌管,Verbs
掌聲鼓勵,Nouns
排卵期,Verbs
排後面,Verbs
排斥,Adjectives
排球,Nouns
排行,Nouns
排行第幾,QuestionWords
排行老三,Nouns
排行老么,Nouns
排行老二,Nouns
排行老大,Nouns
排隊,Nouns
掙扎,Verbs
掙脫,Verbs
掛,Verbs
掛帳,Verbs
掛菖蒲,Nouns
掛鉤,Nouns
掠奪,Verbs
採取,Verbs
採水果,Nouns
採納,Verbs
採訪,Verbs
採購,Verbs
探測,Verbs
探測針,Nouns
探監,Verbs
探究,Verbs
探索,Verbs
探視,Verbs
探討,Verbs
接力賽跑,Verbs
接受,Verbs
接吻,Nouns
接應,Verbs
接收,Verbs
接洽,Verbs
接納,Verbs
接觸,Verbs
接送,Verbs
控制,Verbs
控訴,Verbs
推,Verbs
推卸,Verbs
推己及人,Verbs
推廣,Verbs
推我,Verbs
推理,Verbs
推算,Verbs
推託,Verbs
推諉,Verbs
推辭,Verbs
推鉛球,Verbs
推銷,Verbs
掩蓋,Verbs
掩護,Nouns
措手不及,Verbs
措施,Verbs
掮客,Adverbs
揍人,Nouns
描寫,Verbs
提,Verbs
提供,Verbs
提出,Verbs
提拔,Verbs
提款,Verbs
提款機,Nouns
提燈,Nouns
提議,Verbs
提醒,Verbs
提防,Verbs
插嘴,Verbs
插座,Nouns
插手,Verbs
插畫者,Nouns
插隊,Nouns
插頭,Verbs
揚名,Verbs
換,Verbs
換取,Verbs
換季,Verbs
換算,Verbs
換衣服,Verbs
握手,Nouns
握權,Verbs
揩油,Nouns
揭發,Verbs
揭開,Verbs
揹書包,Verbs
損壞,Nouns
損失,Nouns
損耗,Nouns
搏鬥,Verbs
搓,Verbs
搔擾,Verbs
搔癢,Verbs
搔首弄姿,Nouns
搖動,Verbs
搖搖馬,Nouns
搖滾樂,Nouns
搖錢樹,Nouns
搖頭丸,Verbs
搗亂,Verbs
搜括,Verbs
搜捕,Verbs
搜索,Verbs
搜集,Emphasis Words
搞錯,Verbs
搞錯了,Nouns
搥打,Verbs
搬家,Verbs
搬弄是非,Verbs
搭伙,Verbs
搭檔,Nouns
搭訕,Nouns
搭車,Verbs
搭配,Verbs
搶,Verbs
搶先,Verbs
搶奪,Verbs
搶案,Nouns
搶眼,Adjectives
搾取,Verbs
摒棄,Verbs
摔倒,Nouns
摘要,Nouns
摘錄,Nouns
摧毀,Nouns
摩天大樓,Nouns
摩天輪,Verbs
撇清,Verbs
撇開,Verbs
撐竿跳,Nouns
撐腰,Verbs
撒嬌,Verbs
撒謊,Verbs
撕掉日曆,Verbs
撕破,Verbs
撞,Verbs
撞期,Verbs
撞球,Verbs
撞見,Verbs
撤回,Verbs
撤職,Verbs
撤銷,Verbs
撩亂,Nouns
撫育,Verbs
播弄,Nouns
播放帶,Verbs
播種,Nouns
撮合,Verbs
撲克牌,Nouns
撲滅,Verbs
撲滿,Nouns
撲空,Verbs
撿,Verbs
撿便宜,Verbs
擁塞,Adjectives
擁抱,Verbs
擁擠,Adjectives
擁護,Verbs
擄人勒贖,Verbs
擅自,Adjectives
擅長,Verbs
擇善固執,Verbs
擇期,Adverbs
擊倒,Verbs
擊敗,Verbs
擋,Verbs
擋住,Verbs
操之過急,Nouns
操作,Verbs
操場,Nouns
操守,Nouns
操縱,Verbs
擒拿,Nouns
擔仔麵,Verbs
擔擱,Verbs
據理力爭,Verbs
據說,Question Pronouns
擠,Verbs
擠兌,Verbs
擢升,Verbs
擢用,Verbs
擦,Verbs
擦手紙,Verbs
擦拭,Verbs
擦槍走火,Adverbs
擦藥,Verbs
擬人化,Verbs
擬定,Verbs
擬稿,Verbs
擯棄,Verbs
擰,Verbs
擱淺,Verbs
擲還,Verbs
擲鉛球,Verbs
擲骰子,Verbs
擴大,Verbs
擴展,Verbs
擴張,Verbs
擴編,Verbs
擴音器,Nouns
擺布,Verbs
擺脫,Verbs
擺闊,Verbs
擾亂,Verbs
攀折,Verbs
攀爬架,Nouns
攀附,Verbs
攔劫,Verbs
攔截,Verbs
攔水壩,Nouns
攔砂壩,Verbs
攙雜,Nouns
攜帶,Nouns
攜手,Verbs
攜眷,Nouns
攝影,Verbs
攝影機,Nouns
攝政,Verbs
攫取,Verbs
攬權,Verbs
支出,Nouns
支持,Verbs
支援,Verbs
支流,Nouns
支票,Nouns
支配,Verbs
收信,Verbs
收到,Verbs
收割,Verbs
收執聯,Nouns
收容,Verbs
收山,Verbs
收心,Verbs
收押,Nouns
收拾,Nouns
收據,Verbs
收支,Nouns
收斂,Verbs
收益,Nouns
收盤,Nouns
收視率,Nouns
收集,Verbs
收驚,Verbs
攸關,Adjectives
改,Verbs
改判,Verbs
改制,Verbs
改編,Verbs
改行,Verbs
改觀,Verbs
改邪歸正,Verbs
改革,Verbs
攻佔,Verbs
攻勢,Verbs
攻堅,Verbs
攻擊,Verbs
放,Verbs
放任,Verbs
放假,Verbs
放大,Mood Particles
放棄,Verbs
放款,Verbs
放水,Verbs
放砲,Verbs
放肆,Verbs
放話,Verbs
放進去,Verbs
放音樂,Verbs
放鴿子,Verbs
政,Nouns
政令,Nouns
政局,Nouns
政府,Nouns
政敵,Nouns
政權,Nouns
政治,Nouns
政治學系,Nouns
政策,Nouns
政綱,Nouns
政黨,Nouns
故事,Nouns
故宮博物院,Nouns
故意,Nouns
故障,Nouns
效應,Adjectives
效果,Adjectives
效法,Verbs
效能,Adjectives
敏感,Adjectives
敏捷,Adjectives
敏銳,Verbs
救,Verbs
救急,Nouns
救援,Verbs
救濟,Nouns
救護車,Nouns
敖遊,Nouns
敗家子,Nouns
敗血病,Verbs
敗訴,Nouns
敗類,Verbs
敘薪（銓薪）,Nouns
敘述（陳述、說明）,Verbs
教,Nouns
教師節,Nouns
教徒,Nouns
教授,Nouns
教條,Nouns
教育,Nouns
教育學院,Nouns
教誨,Nouns
敞篷車,Nouns
敞開,Nouns
敢,Emphasis Words
敢作敢當,Adverbs
散光,Adverbs
散播,Adverbs
散會,Adverbs
散步,Adjectives
散漫,Nouns
敦厚,Adjectives
敦煌,Nouns
敬仰,Adjectives
敬佩,Nouns
敬啟,Nouns
敬奉,Nouns
敲竹槓,Nouns
敲詐,Nouns
敲門,Nouns
整合,Nouns
整夜,Temporal Words
整天,Temporal Words
整晚,Temporal Words
整治,Verbs
整理,Verbs
整頓,Verbs
整體,Nouns
敵人,Nouns
敵情,Nouns
敷衍了事,Mood Particles
數學,Nouns
數學課,Nouns
斂財,Verbs
斃命,Nouns
文,Nouns
文化,Nouns
文化中心,Nouns
文化大革命,Nouns
文化遺產,Nouns
文學,Nouns
文明病,Nouns
文書處理,Nouns
文法,Nouns
文獻,Nouns
文盲,Nouns
文藝,Nouns
文藝復興,Nouns
文雅,Adjectives
斑紋,Nouns
斑馬,Nouns
斑馬線,Nouns
斑點,Nouns
斗笠,Adjectives
斗篷,Nouns
料想不到,Nouns
斜坡,Mood Particles
斜度,Nouns
斜視,Verbs
斟酌,Verbs
斥責,Verbs
斥退,Verbs
斬獲,Adjectives
斬首,Nouns
新奇,Adjectives
新年,Nouns
新年快樂,Nouns
新潮,Adjectives
新穎,Adjectives
新竹,Nouns
新聞,Nouns
新聞自由,Nouns
斷定,Verbs
斷斷續續,Adverbs
斷炊,Verbs
斷送,Verbs
斷魂,Verbs
方,Verbs
方便,Nouns
方便麵,Nouns
方式,Nouns
方才,Nouns
方案,Nouns
方程式,Verbs
方言,Verbs
方針,Nouns
施壓,Nouns
施展,Nouns
施捨,Nouns
施政,Nouns
旁白,Nouns
旁聽,Nouns
旁觀,Nouns
旁證,Nouns
旁邊,Nouns
旅社,Nouns
旅行,Nouns
旅行團,Nouns
旅行支票,Nouns
旅行社,Nouns
旅途,Nouns
旅遊,Nouns
旅館,Nouns
旋律,Nouns
旋渦,Nouns
旋轉,Verbs
旋轉木馬,Nouns
旋風,Nouns
旗子,Nouns
旗艦店,Nouns
旗袍,Nouns
旗語,Nouns
旗鼓相當,Nouns
既往不咎,Temporal Words
既得利益,Temporal Words
既成事實,Temporal Words
既然,Question Adverbs
日,Temporal Words
日光燈,Nouns
日出,Temporal Words
日新月異,Adverbs
日曆,Nouns
日期,Nouns
日本,Nouns
日落,Nouns
日蝕,Nouns
日記,Nouns
日記畫,Nouns
旨意,Temporal Words
旨趣,Nouns
早上,Nouns
早午餐,Question Adverbs
早婚,Temporal Words
早安,Nouns
早期,Adjectives
早熟,Adjectives
早產,Morning
早起,Morning
早退,Temporal Words
早餐,Nouns
旱災,Nouns
旱田,Nouns
旺季,Nouns
旺盛,Adjectives
昂貴,Adjectives
昆明,Nouns
昆蟲,Nouns
明,Nouns
明亮,Adjectives
明信片,Nouns
明天,Temporal Words
明察秋毫,Nouns
明年,Temporal Words
明智,Adjectives
明朗,Temporal Words
明查暗訪,Adjectives
明白,Nouns
明知故犯,Adjectives
明確,Adjectives
明細表,Verb
明鑑,Adjectives
明顯,Nouns
昏庸,Nouns
昏眩,Adjectives
易子而教,Verbs
易手,Verbs
易經,Nouns
星巴克,Nouns
星星,Nouns
星期一,Temporal Words
星期三,Temporal Words
星期二,Temporal Words
星期五,Temporal Words
星期六,Temporal Words
星期四,Temporal Words
星期天,Temporal Words
星期幾,Question Pronouns
星期日,Nouns
星象,Nouns
星辰,Nouns
星際,Nouns
春,Nouns
春分,Nouns
春天,Nouns
春暉,Nouns
春秋五霸,Nouns
春節,Nouns
春聯,Nouns
春風得意,Temporal Words
昨天,Temporal Words
